Ariz\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ariz\.?-owned	STATE_OR_PROVINCE	MISC	1
Ariz\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ariz\.?-raised	STATE_OR_PROVINCE	MISC	1
Ariz\.?-educated	STATE_OR_PROVINCE	MISC	1
Ariz\.?-backed	STATE_OR_PROVINCE	MISC	1
Ariz\.?-trained	STATE_OR_PROVINCE	MISC	1
Ariz\.?-born	STATE_OR_PROVINCE	MISC	1
Ariz\.?-area	STATE_OR_PROVINCE	MISC	1
Ariz\.?-registered	STATE_OR_PROVINCE	MISC	1
Ark\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ark\.?-owned	STATE_OR_PROVINCE	MISC	1
Ark\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ark\.?-raised	STATE_OR_PROVINCE	MISC	1
Ark\.?-educated	STATE_OR_PROVINCE	MISC	1
Ark\.?-backed	STATE_OR_PROVINCE	MISC	1
Ark\.?-trained	STATE_OR_PROVINCE	MISC	1
Ark\.?-born	STATE_OR_PROVINCE	MISC	1
Ark\.?-area	STATE_OR_PROVINCE	MISC	1
Ark\.?-registered	STATE_OR_PROVINCE	MISC	1
Calif\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Calif\.?-owned	STATE_OR_PROVINCE	MISC	1
Calif\.?-controlled	STATE_OR_PROVINCE	MISC	1
Calif\.?-raised	STATE_OR_PROVINCE	MISC	1
Calif\.?-educated	STATE_OR_PROVINCE	MISC	1
Calif\.?-backed	STATE_OR_PROVINCE	MISC	1
Calif\.?-trained	STATE_OR_PROVINCE	MISC	1
Calif\.?-born	STATE_OR_PROVINCE	MISC	1
Calif\.?-area	STATE_OR_PROVINCE	MISC	1
Calif\.?-registered	STATE_OR_PROVINCE	MISC	1
Colo\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Colo\.?-owned	STATE_OR_PROVINCE	MISC	1
Colo\.?-controlled	STATE_OR_PROVINCE	MISC	1
Colo\.?-raised	STATE_OR_PROVINCE	MISC	1
Colo\.?-educated	STATE_OR_PROVINCE	MISC	1
Colo\.?-backed	STATE_OR_PROVINCE	MISC	1
Colo\.?-trained	STATE_OR_PROVINCE	MISC	1
Colo\.?-born	STATE_OR_PROVINCE	MISC	1
Colo\.?-area	STATE_OR_PROVINCE	MISC	1
Colo\.?-registered	STATE_OR_PROVINCE	MISC	1
Conn\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Conn\.?-owned	STATE_OR_PROVINCE	MISC	1
Conn\.?-controlled	STATE_OR_PROVINCE	MISC	1
Conn\.?-raised	STATE_OR_PROVINCE	MISC	1
Conn\.?-educated	STATE_OR_PROVINCE	MISC	1
Conn\.?-backed	STATE_OR_PROVINCE	MISC	1
Conn\.?-trained	STATE_OR_PROVINCE	MISC	1
Conn\.?-born	STATE_OR_PROVINCE	MISC	1
Conn\.?-area	STATE_OR_PROVINCE	MISC	1
Conn\.?-registered	STATE_OR_PROVINCE	MISC	1
Del\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Del\.?-owned	STATE_OR_PROVINCE	MISC	1
Del\.?-controlled	STATE_OR_PROVINCE	MISC	1
Del\.?-raised	STATE_OR_PROVINCE	MISC	1
Del\.?-educated	STATE_OR_PROVINCE	MISC	1
Del\.?-backed	STATE_OR_PROVINCE	MISC	1
Del\.?-trained	STATE_OR_PROVINCE	MISC	1
Del\.?-born	STATE_OR_PROVINCE	MISC	1
Del\.?-area	STATE_OR_PROVINCE	MISC	1
Del\.?-registered	STATE_OR_PROVINCE	MISC	1
Columbia-headquartered	STATE_OR_PROVINCE	MISC	1
Columbia-owned	STATE_OR_PROVINCE	MISC	1
Columbia-controlled	STATE_OR_PROVINCE	MISC	1
Columbia-raised	STATE_OR_PROVINCE	MISC	1
Columbia-educated	STATE_OR_PROVINCE	MISC	1
Columbia-backed	STATE_OR_PROVINCE	MISC	1
Columbia-trained	STATE_OR_PROVINCE	MISC	1
Columbia-born	STATE_OR_PROVINCE	MISC	1
Columbia-area	STATE_OR_PROVINCE	MISC	1
Columbia-registered	STATE_OR_PROVINCE	MISC	1
Fla\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Fla\.?-owned	STATE_OR_PROVINCE	MISC	1
Fla\.?-controlled	STATE_OR_PROVINCE	MISC	1
Fla\.?-raised	STATE_OR_PROVINCE	MISC	1
Fla\.?-educated	STATE_OR_PROVINCE	MISC	1
Fla\.?-backed	STATE_OR_PROVINCE	MISC	1
Fla\.?-trained	STATE_OR_PROVINCE	MISC	1
Fla\.?-born	STATE_OR_PROVINCE	MISC	1
Fla\.?-area	STATE_OR_PROVINCE	MISC	1
Fla\.?-registered	STATE_OR_PROVINCE	MISC	1
Ga\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ga\.?-owned	STATE_OR_PROVINCE	MISC	1
Ga\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ga\.?-raised	STATE_OR_PROVINCE	MISC	1
Ga\.?-educated	STATE_OR_PROVINCE	MISC	1
Ga\.?-backed	STATE_OR_PROVINCE	MISC	1
Ga\.?-trained	STATE_OR_PROVINCE	MISC	1
Ga\.?-born	STATE_OR_PROVINCE	MISC	1
Ga\.?-area	STATE_OR_PROVINCE	MISC	1
Ga\.?-registered	STATE_OR_PROVINCE	MISC	1
Hawaii-headquartered	STATE_OR_PROVINCE	MISC	1
Hawaii-owned	STATE_OR_PROVINCE	MISC	1
Hawaii-controlled	STATE_OR_PROVINCE	MISC	1
Hawaii-raised	STATE_OR_PROVINCE	MISC	1
Hawaii-educated	STATE_OR_PROVINCE	MISC	1
Hawaii-backed	STATE_OR_PROVINCE	MISC	1
Hawaii-trained	STATE_OR_PROVINCE	MISC	1
Hawaii-born	STATE_OR_PROVINCE	MISC	1
Hawaii-area	STATE_OR_PROVINCE	MISC	1
Hawaii-registered	STATE_OR_PROVINCE	MISC	1
Idaho-headquartered	STATE_OR_PROVINCE	MISC	1
Idaho-owned	STATE_OR_PROVINCE	MISC	1
Idaho-controlled	STATE_OR_PROVINCE	MISC	1
Idaho-raised	STATE_OR_PROVINCE	MISC	1
Idaho-educated	STATE_OR_PROVINCE	MISC	1
Idaho-backed	STATE_OR_PROVINCE	MISC	1
Idaho-trained	STATE_OR_PROVINCE	MISC	1
Idaho-born	STATE_OR_PROVINCE	MISC	1
Idaho-area	STATE_OR_PROVINCE	MISC	1
Idaho-registered	STATE_OR_PROVINCE	MISC	1
Ill\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ill\.?-owned	STATE_OR_PROVINCE	MISC	1
Ill\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ill\.?-raised	STATE_OR_PROVINCE	MISC	1
Ill\.?-educated	STATE_OR_PROVINCE	MISC	1
Ill\.?-backed	STATE_OR_PROVINCE	MISC	1
Ill\.?-trained	STATE_OR_PROVINCE	MISC	1
Ill\.?-born	STATE_OR_PROVINCE	MISC	1
Ill\.?-area	STATE_OR_PROVINCE	MISC	1
Ill\.?-registered	STATE_OR_PROVINCE	MISC	1
Ind\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ind\.?-owned	STATE_OR_PROVINCE	MISC	1
Ind\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ind\.?-raised	STATE_OR_PROVINCE	MISC	1
Ind\.?-educated	STATE_OR_PROVINCE	MISC	1
Ind\.?-backed	STATE_OR_PROVINCE	MISC	1
Ind\.?-trained	STATE_OR_PROVINCE	MISC	1
Ind\.?-born	STATE_OR_PROVINCE	MISC	1
Ind\.?-area	STATE_OR_PROVINCE	MISC	1
Ind\.?-registered	STATE_OR_PROVINCE	MISC	1
Iowa-headquartered	STATE_OR_PROVINCE	MISC	1
Iowa-owned	STATE_OR_PROVINCE	MISC	1
Iowa-controlled	STATE_OR_PROVINCE	MISC	1
Iowa-raised	STATE_OR_PROVINCE	MISC	1
Iowa-educated	STATE_OR_PROVINCE	MISC	1
Iowa-backed	STATE_OR_PROVINCE	MISC	1
Iowa-trained	STATE_OR_PROVINCE	MISC	1
Iowa-born	STATE_OR_PROVINCE	MISC	1
Iowa-area	STATE_OR_PROVINCE	MISC	1
Iowa-registered	STATE_OR_PROVINCE	MISC	1
Kans\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Kans\.?-owned	STATE_OR_PROVINCE	MISC	1
Kans\.?-controlled	STATE_OR_PROVINCE	MISC	1
Kans\.?-raised	STATE_OR_PROVINCE	MISC	1
Kans\.?-educated	STATE_OR_PROVINCE	MISC	1
Kans\.?-backed	STATE_OR_PROVINCE	MISC	1
Kans\.?-trained	STATE_OR_PROVINCE	MISC	1
Kans\.?-born	STATE_OR_PROVINCE	MISC	1
Kans\.?-area	STATE_OR_PROVINCE	MISC	1
Kans\.?-registered	STATE_OR_PROVINCE	MISC	1
Ky\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ky\.?-owned	STATE_OR_PROVINCE	MISC	1
Ky\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ky\.?-raised	STATE_OR_PROVINCE	MISC	1
Ky\.?-educated	STATE_OR_PROVINCE	MISC	1
Ky\.?-backed	STATE_OR_PROVINCE	MISC	1
Ky\.?-trained	STATE_OR_PROVINCE	MISC	1
Ky\.?-born	STATE_OR_PROVINCE	MISC	1
Ky\.?-area	STATE_OR_PROVINCE	MISC	1
Ky\.?-registered	STATE_OR_PROVINCE	MISC	1
La\.?-headquartered	STATE_OR_PROVINCE	MISC	1
La\.?-owned	STATE_OR_PROVINCE	MISC	1
La\.?-controlled	STATE_OR_PROVINCE	MISC	1
La\.?-raised	STATE_OR_PROVINCE	MISC	1
La\.?-educated	STATE_OR_PROVINCE	MISC	1
La\.?-backed	STATE_OR_PROVINCE	MISC	1
La\.?-trained	STATE_OR_PROVINCE	MISC	1
La\.?-born	STATE_OR_PROVINCE	MISC	1
La\.?-area	STATE_OR_PROVINCE	MISC	1
La\.?-registered	STATE_OR_PROVINCE	MISC	1
Maine-headquartered	STATE_OR_PROVINCE	MISC	1
Maine-owned	STATE_OR_PROVINCE	MISC	1
Maine-controlled	STATE_OR_PROVINCE	MISC	1
Maine-raised	STATE_OR_PROVINCE	MISC	1
Maine-educated	STATE_OR_PROVINCE	MISC	1
Maine-backed	STATE_OR_PROVINCE	MISC	1
Maine-trained	STATE_OR_PROVINCE	MISC	1
Maine-born	STATE_OR_PROVINCE	MISC	1
Maine-area	STATE_OR_PROVINCE	MISC	1
Maine-registered	STATE_OR_PROVINCE	MISC	1
Md\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Md\.?-owned	STATE_OR_PROVINCE	MISC	1
Md\.?-controlled	STATE_OR_PROVINCE	MISC	1
Md\.?-raised	STATE_OR_PROVINCE	MISC	1
Md\.?-educated	STATE_OR_PROVINCE	MISC	1
Md\.?-backed	STATE_OR_PROVINCE	MISC	1
Md\.?-trained	STATE_OR_PROVINCE	MISC	1
Md\.?-born	STATE_OR_PROVINCE	MISC	1
Md\.?-area	STATE_OR_PROVINCE	MISC	1
Md\.?-registered	STATE_OR_PROVINCE	MISC	1
Mass\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Mass\.?-owned	STATE_OR_PROVINCE	MISC	1
Mass\.?-controlled	STATE_OR_PROVINCE	MISC	1
Mass\.?-raised	STATE_OR_PROVINCE	MISC	1
Mass\.?-educated	STATE_OR_PROVINCE	MISC	1
Mass\.?-backed	STATE_OR_PROVINCE	MISC	1
Mass\.?-trained	STATE_OR_PROVINCE	MISC	1
Mass\.?-born	STATE_OR_PROVINCE	MISC	1
Mass\.?-area	STATE_OR_PROVINCE	MISC	1
Mass\.?-registered	STATE_OR_PROVINCE	MISC	1
Mich\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Mich\.?-owned	STATE_OR_PROVINCE	MISC	1
Mich\.?-controlled	STATE_OR_PROVINCE	MISC	1
Mich\.?-raised	STATE_OR_PROVINCE	MISC	1
Mich\.?-educated	STATE_OR_PROVINCE	MISC	1
Mich\.?-backed	STATE_OR_PROVINCE	MISC	1
Mich\.?-trained	STATE_OR_PROVINCE	MISC	1
Mich\.?-born	STATE_OR_PROVINCE	MISC	1
Mich\.?-area	STATE_OR_PROVINCE	MISC	1
Mich\.?-registered	STATE_OR_PROVINCE	MISC	1
Minn\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Minn\.?-owned	STATE_OR_PROVINCE	MISC	1
Minn\.?-controlled	STATE_OR_PROVINCE	MISC	1
Minn\.?-raised	STATE_OR_PROVINCE	MISC	1
Minn\.?-educated	STATE_OR_PROVINCE	MISC	1
Minn\.?-backed	STATE_OR_PROVINCE	MISC	1
Minn\.?-trained	STATE_OR_PROVINCE	MISC	1
Minn\.?-born	STATE_OR_PROVINCE	MISC	1
Minn\.?-area	STATE_OR_PROVINCE	MISC	1
Minn\.?-registered	STATE_OR_PROVINCE	MISC	1
Miss\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Miss\.?-owned	STATE_OR_PROVINCE	MISC	1
Miss\.?-controlled	STATE_OR_PROVINCE	MISC	1
Miss\.?-raised	STATE_OR_PROVINCE	MISC	1
Miss\.?-educated	STATE_OR_PROVINCE	MISC	1
Miss\.?-backed	STATE_OR_PROVINCE	MISC	1
Miss\.?-trained	STATE_OR_PROVINCE	MISC	1
Miss\.?-born	STATE_OR_PROVINCE	MISC	1
Miss\.?-area	STATE_OR_PROVINCE	MISC	1
Miss\.?-registered	STATE_OR_PROVINCE	MISC	1
Mo\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Mo\.?-owned	STATE_OR_PROVINCE	MISC	1
Mo\.?-controlled	STATE_OR_PROVINCE	MISC	1
Mo\.?-raised	STATE_OR_PROVINCE	MISC	1
Mo\.?-educated	STATE_OR_PROVINCE	MISC	1
Mo\.?-backed	STATE_OR_PROVINCE	MISC	1
Mo\.?-trained	STATE_OR_PROVINCE	MISC	1
Mo\.?-born	STATE_OR_PROVINCE	MISC	1
Mo\.?-area	STATE_OR_PROVINCE	MISC	1
Mo\.?-registered	STATE_OR_PROVINCE	MISC	1
Mont\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Mont\.?-owned	STATE_OR_PROVINCE	MISC	1
Mont\.?-controlled	STATE_OR_PROVINCE	MISC	1
Mont\.?-raised	STATE_OR_PROVINCE	MISC	1
Mont\.?-educated	STATE_OR_PROVINCE	MISC	1
Mont\.?-backed	STATE_OR_PROVINCE	MISC	1
Mont\.?-trained	STATE_OR_PROVINCE	MISC	1
Mont\.?-born	STATE_OR_PROVINCE	MISC	1
Mont\.?-area	STATE_OR_PROVINCE	MISC	1
Mont\.?-registered	STATE_OR_PROVINCE	MISC	1
Neb\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Neb\.?-owned	STATE_OR_PROVINCE	MISC	1
Neb\.?-controlled	STATE_OR_PROVINCE	MISC	1
Neb\.?-raised	STATE_OR_PROVINCE	MISC	1
Neb\.?-educated	STATE_OR_PROVINCE	MISC	1
Neb\.?-backed	STATE_OR_PROVINCE	MISC	1
Neb\.?-trained	STATE_OR_PROVINCE	MISC	1
Neb\.?-born	STATE_OR_PROVINCE	MISC	1
Neb\.?-area	STATE_OR_PROVINCE	MISC	1
Neb\.?-registered	STATE_OR_PROVINCE	MISC	1
Nev\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Nev\.?-owned	STATE_OR_PROVINCE	MISC	1
Nev\.?-controlled	STATE_OR_PROVINCE	MISC	1
Nev\.?-raised	STATE_OR_PROVINCE	MISC	1
Nev\.?-educated	STATE_OR_PROVINCE	MISC	1
Nev\.?-backed	STATE_OR_PROVINCE	MISC	1
Nev\.?-trained	STATE_OR_PROVINCE	MISC	1
Nev\.?-born	STATE_OR_PROVINCE	MISC	1
Nev\.?-area	STATE_OR_PROVINCE	MISC	1
Nev\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?H\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?J\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?M\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?Y\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?C\.?-registered	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-headquartered	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-owned	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-controlled	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-raised	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-educated	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-backed	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-trained	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-born	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-area	STATE_OR_PROVINCE	MISC	1
N\.?D\.?-registered	STATE_OR_PROVINCE	MISC	1
Ohio-headquartered	STATE_OR_PROVINCE	MISC	1
Ohio-owned	STATE_OR_PROVINCE	MISC	1
Ohio-controlled	STATE_OR_PROVINCE	MISC	1
Ohio-raised	STATE_OR_PROVINCE	MISC	1
Ohio-educated	STATE_OR_PROVINCE	MISC	1
Ohio-backed	STATE_OR_PROVINCE	MISC	1
Ohio-trained	STATE_OR_PROVINCE	MISC	1
Ohio-born	STATE_OR_PROVINCE	MISC	1
Ohio-area	STATE_OR_PROVINCE	MISC	1
Ohio-registered	STATE_OR_PROVINCE	MISC	1
Okla\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Okla\.?-owned	STATE_OR_PROVINCE	MISC	1
Okla\.?-controlled	STATE_OR_PROVINCE	MISC	1
Okla\.?-raised	STATE_OR_PROVINCE	MISC	1
Okla\.?-educated	STATE_OR_PROVINCE	MISC	1
Okla\.?-backed	STATE_OR_PROVINCE	MISC	1
Okla\.?-trained	STATE_OR_PROVINCE	MISC	1
Okla\.?-born	STATE_OR_PROVINCE	MISC	1
Okla\.?-area	STATE_OR_PROVINCE	MISC	1
Okla\.?-registered	STATE_OR_PROVINCE	MISC	1
Ore\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Ore\.?-owned	STATE_OR_PROVINCE	MISC	1
Ore\.?-controlled	STATE_OR_PROVINCE	MISC	1
Ore\.?-raised	STATE_OR_PROVINCE	MISC	1
Ore\.?-educated	STATE_OR_PROVINCE	MISC	1
Ore\.?-backed	STATE_OR_PROVINCE	MISC	1
Ore\.?-trained	STATE_OR_PROVINCE	MISC	1
Ore\.?-born	STATE_OR_PROVINCE	MISC	1
Ore\.?-area	STATE_OR_PROVINCE	MISC	1
Ore\.?-registered	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-headquartered	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-owned	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-controlled	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-raised	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-educated	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-backed	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-trained	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-born	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-area	STATE_OR_PROVINCE	MISC	1
P[Aa]\.?-registered	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-headquartered	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-owned	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-controlled	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-raised	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-educated	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-backed	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-trained	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-born	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-area	STATE_OR_PROVINCE	MISC	1
R\.?I\.?-registered	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-headquartered	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-owned	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-controlled	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-raised	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-educated	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-backed	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-trained	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-born	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-area	STATE_OR_PROVINCE	MISC	1
S\.?C\.?-registered	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-headquartered	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-owned	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-controlled	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-raised	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-educated	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-backed	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-trained	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-born	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-area	STATE_OR_PROVINCE	MISC	1
S\.?D\.?-registered	STATE_OR_PROVINCE	MISC	1
Tenn\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Tenn\.?-owned	STATE_OR_PROVINCE	MISC	1
Tenn\.?-controlled	STATE_OR_PROVINCE	MISC	1
Tenn\.?-raised	STATE_OR_PROVINCE	MISC	1
Tenn\.?-educated	STATE_OR_PROVINCE	MISC	1
Tenn\.?-backed	STATE_OR_PROVINCE	MISC	1
Tenn\.?-trained	STATE_OR_PROVINCE	MISC	1
Tenn\.?-born	STATE_OR_PROVINCE	MISC	1
Tenn\.?-area	STATE_OR_PROVINCE	MISC	1
Tenn\.?-registered	STATE_OR_PROVINCE	MISC	1
Tex\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Tex\.?-owned	STATE_OR_PROVINCE	MISC	1
Tex\.?-controlled	STATE_OR_PROVINCE	MISC	1
Tex\.?-raised	STATE_OR_PROVINCE	MISC	1
Tex\.?-educated	STATE_OR_PROVINCE	MISC	1
Tex\.?-backed	STATE_OR_PROVINCE	MISC	1
Tex\.?-trained	STATE_OR_PROVINCE	MISC	1
Tex\.?-born	STATE_OR_PROVINCE	MISC	1
Tex\.?-area	STATE_OR_PROVINCE	MISC	1
Tex\.?-registered	STATE_OR_PROVINCE	MISC	1
Utah-headquartered	STATE_OR_PROVINCE	MISC	1
Utah-owned	STATE_OR_PROVINCE	MISC	1
Utah-controlled	STATE_OR_PROVINCE	MISC	1
Utah-raised	STATE_OR_PROVINCE	MISC	1
Utah-educated	STATE_OR_PROVINCE	MISC	1
Utah-backed	STATE_OR_PROVINCE	MISC	1
Utah-trained	STATE_OR_PROVINCE	MISC	1
Utah-born	STATE_OR_PROVINCE	MISC	1
Utah-area	STATE_OR_PROVINCE	MISC	1
Utah-registered	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-headquartered	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-owned	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-controlled	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-raised	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-educated	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-backed	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-trained	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-born	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-area	STATE_OR_PROVINCE	MISC	1
V[tT]\.?-registered	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-headquartered	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-owned	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-controlled	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-raised	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-educated	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-backed	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-trained	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-born	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-area	STATE_OR_PROVINCE	MISC	1
V[aA]\.?-registered	STATE_OR_PROVINCE	MISC	1
Wash\.?-headquartered	STATE_OR_PROVINCE	MISC	1
Wash\.?-owned	STATE_OR_PROVINCE	MISC	1
Wash\.?-controlled	STATE_OR_PROVINCE	MISC	1
Wash\.?-raised	STATE_OR_PROVINCE	MISC	1
Wash\.?-educated	STATE_OR_PROVINCE	MISC	1
Wash\.?-backed	STATE_OR_PROVINCE	MISC	1
Wash\.?-trained	STATE_OR_PROVINCE	MISC	1
Wash\.?-born	STATE_OR_PROVINCE	MISC	1
Wash\.?-area	STATE_OR_PROVINCE	MISC	1
Wash\.?-registered	STATE_OR_PROVINCE	MISC	1
W\.?V\.?-headquartered	STATE_OR_PROVINCE	MISC	1
